name,artists,daily_rank,country,snapshot_date,album_name,danceability,energy,acousticness,valence
WILDFLOWER,Billie Eilish,17,US,2024-06-06,HIT ME HARD AND SOFT,0.467,0.247,0.612,0.126
i like the way you kiss me,Artemas,18,US,2024-06-06,i like the way you kiss me,0.599,0.946,0.000938,0.747
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",19,US,2024-06-06,Zach Bryan,0.429,0.453,0.554,0.155
one of wun,Gunna,20,US,2024-06-06,One of Wun,0.915,0.453,0.0872,0.287
Lose Control,Teddy Swims,21,US,2024-06-06,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
Stick Season,Noah Kahan,22,US,2024-06-06,Stick Season,0.664,0.5,0.799,0.801
I Can Do It With a Broken Heart,Taylor Swift,23,US,2024-06-06,THE TORTURED POETS DEPARTMENT,0.701,0.751,0.123,0.22
Stargazing,Myles Smith,24,US,2024-06-06,Stargazing,0.635,0.601,0.246,0.332
Austin (Boots Stop Workin'),Dasha,25,US,2024-06-06,What Happens Now?,0.756,0.672,0.464,0.739
Gata Only,"FloyyMenor, Cris Mj",26,US,2024-06-06,Gata Only,0.791,0.499,0.446,0.669
euphoria,Kendrick Lamar,27,US,2024-06-06,euphoria,0.831,0.643,0.046,0.142
we can't be friends (wait for your love),Ariana Grande,28,US,2024-06-06,eternal sunshine,0.645,0.646,0.0615,0.295
Slow It Down,Benson Boone,29,US,2024-06-06,Fireworks & Rollerblades,0.432,0.583,0.174,0.544
End of Beginning,Djo,30,US,2024-06-06,DECIDE,0.689,0.454,0.0351,0.912
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",31,US,2024-06-06,WE DON'T TRUST YOU,0.64,0.552,0.0215,0.112
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",32,US,2024-06-06,One Thing At A Time,0.621,0.779,0.216,0.399
L’AMOUR DE MA VIE,Billie Eilish,33,US,2024-06-06,HIT ME HARD AND SOFT,0.467,0.392,0.2,0.313
Last Night,Morgan Wallen,34,US,2024-06-06,One Thing At A Time,0.492,0.673,0.413,0.488
Something in the Orange,Zach Bryan,35,US,2024-06-06,Something in the Orange,0.369,0.192,0.555,0.148
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",36,US,2024-06-06,Flower Boy,0.558,0.559,0.371,0.62
BLUE,Billie Eilish,37,US,2024-06-06,HIT ME HARD AND SOFT,0.349,0.337,0.29,0.0365
Saturn,SZA,38,US,2024-06-06,Saturn,0.411,0.619,0.62,0.337
Red Wine Supernova,Chappell Roan,39,US,2024-06-06,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
Heading South,Zach Bryan,40,US,2024-06-06,Heading South,0.68,0.246,0.783,0.388
Yeah Glo!,GloRilla,41,US,2024-06-06,Ehhthang Ehhthang,0.894,0.66,0.0243,0.181
Down Bad,Taylor Swift,42,US,2024-06-06,THE TORTURED POETS DEPARTMENT,0.541,0.366,0.56,0.168
Thinkin’ Bout Me,Morgan Wallen,43,US,2024-06-06,One Thing At A Time,0.659,0.789,0.487,0.468
Scared To Start,Michael Marcagi,44,US,2024-06-06,Scared To Start,0.527,0.551,0.384,0.443
You Proof,Morgan Wallen,45,US,2024-06-06,One Thing At A Time,0.728,0.818,0.323,0.681
HOT TO GO!,Chappell Roan,46,US,2024-06-06,The Rise and Fall of a Midwest Princess,0.742,0.757,0.0187,0.957
Cruel Summer,Taylor Swift,47,US,2024-06-06,Lover,0.552,0.702,0.117,0.564
Where the Wild Things Are,Luke Combs,48,US,2024-06-06,Gettin' Old,0.708,0.731,0.0189,0.379
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,49,US,2024-06-06,Ain't No Love In Oklahoma (From Twisters: The Album),0.487,0.658,0.00877,0.282
THE GREATEST,Billie Eilish,50,US,2024-06-06,HIT ME HARD AND SOFT,0.407,0.192,0.637,0.159
MILLION DOLLAR BABY,Tommy Richman,1,US,2024-06-05,MILLION DOLLAR BABY,0.852,0.697,0.0973,0.919
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",2,US,2024-06-05,I Had Some Help,0.638,0.855,0.00757,0.731
BIRDS OF A FEATHER,Billie Eilish,3,US,2024-06-05,HIT ME HARD AND SOFT,0.747,0.507,0.2,0.438
Not Like Us,Kendrick Lamar,4,US,2024-06-05,Not Like Us,0.898,0.472,0.0107,0.214
Houdini,Eminem,5,US,2024-06-05,Houdini,0.936,0.887,0.0292,0.889
Espresso,Sabrina Carpenter,6,US,2024-06-05,Espresso,0.701,0.76,0.107,0.69
A Bar Song (Tipsy),Shaboozey,7,US,2024-06-05,"Where I've Been, Isn't Where I'm Going",0.722,0.706,0.072,0.599
LUNCH,Billie Eilish,8,US,2024-06-05,HIT ME HARD AND SOFT,0.893,0.4,0.0452,0.945
Pink Skies,Zach Bryan,9,US,2024-06-05,Pink Skies,0.525,0.488,0.191,0.253
Too Sweet,Hozier,10,US,2024-06-05,Unreal Unearth: Unheard,0.741,0.62,0.0295,0.934
BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",11,US,2024-06-05,BAND4BAND (feat. Lil Baby),0.882,0.764,0.359,0.886
"Good Luck, Babe!",Chappell Roan,12,US,2024-06-05,"Good Luck, Babe!",0.7,0.582,0.0502,0.785
CHIHIRO,Billie Eilish,13,US,2024-06-05,HIT ME HARD AND SOFT,0.7,0.425,0.144,0.521
Like That,"Future, Metro Boomin, Kendrick Lamar",14,US,2024-06-05,WE DON'T TRUST YOU,0.814,0.676,0.00709,0.312
Beautiful Things,Benson Boone,15,US,2024-06-05,Fireworks & Rollerblades,0.472,0.471,0.151,0.219
Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",16,US,2024-06-05,THE TORTURED POETS DEPARTMENT,0.504,0.386,0.502,0.281
i like the way you kiss me,Artemas,17,US,2024-06-05,i like the way you kiss me,0.599,0.946,0.000938,0.747
WILDFLOWER,Billie Eilish,18,US,2024-06-05,HIT ME HARD AND SOFT,0.467,0.247,0.612,0.126
one of wun,Gunna,19,US,2024-06-05,One of Wun,0.915,0.453,0.0872,0.287
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",20,US,2024-06-05,Zach Bryan,0.429,0.453,0.554,0.155
Lose Control,Teddy Swims,21,US,2024-06-05,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
I Can Do It With a Broken Heart,Taylor Swift,22,US,2024-06-05,THE TORTURED POETS DEPARTMENT,0.701,0.751,0.123,0.22
Stargazing,Myles Smith,23,US,2024-06-05,Stargazing,0.635,0.601,0.246,0.332
Stick Season,Noah Kahan,24,US,2024-06-05,Stick Season,0.664,0.5,0.799,0.801
Austin (Boots Stop Workin'),Dasha,25,US,2024-06-05,What Happens Now?,0.756,0.672,0.464,0.739
euphoria,Kendrick Lamar,26,US,2024-06-05,euphoria,0.831,0.643,0.046,0.142
Gata Only,"FloyyMenor, Cris Mj",27,US,2024-06-05,Gata Only,0.791,0.499,0.446,0.669
we can't be friends (wait for your love),Ariana Grande,28,US,2024-06-05,eternal sunshine,0.645,0.646,0.0615,0.295
Slow It Down,Benson Boone,29,US,2024-06-05,Fireworks & Rollerblades,0.432,0.583,0.174,0.544
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",30,US,2024-06-05,WE DON'T TRUST YOU,0.64,0.552,0.0215,0.112
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",31,US,2024-06-05,One Thing At A Time,0.621,0.779,0.216,0.399
End of Beginning,Djo,32,US,2024-06-05,DECIDE,0.689,0.454,0.0351,0.912
Last Night,Morgan Wallen,33,US,2024-06-05,One Thing At A Time,0.492,0.673,0.413,0.488
L’AMOUR DE MA VIE,Billie Eilish,34,US,2024-06-05,HIT ME HARD AND SOFT,0.467,0.392,0.2,0.313
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",35,US,2024-06-05,Flower Boy,0.558,0.559,0.371,0.62
Something in the Orange,Zach Bryan,36,US,2024-06-05,Something in the Orange,0.369,0.192,0.555,0.148
BLUE,Billie Eilish,37,US,2024-06-05,HIT ME HARD AND SOFT,0.349,0.337,0.29,0.0365
Saturn,SZA,38,US,2024-06-05,Saturn,0.411,0.619,0.62,0.337
Red Wine Supernova,Chappell Roan,39,US,2024-06-05,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
Heading South,Zach Bryan,40,US,2024-06-05,Heading South,0.68,0.246,0.783,0.388
Down Bad,Taylor Swift,41,US,2024-06-05,THE TORTURED POETS DEPARTMENT,0.541,0.366,0.56,0.168
You Proof,Morgan Wallen,42,US,2024-06-05,One Thing At A Time,0.728,0.818,0.323,0.681
Scared To Start,Michael Marcagi,43,US,2024-06-05,Scared To Start,0.527,0.551,0.384,0.443
Thinkin’ Bout Me,Morgan Wallen,44,US,2024-06-05,One Thing At A Time,0.659,0.789,0.487,0.468
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,45,US,2024-06-05,Ain't No Love In Oklahoma (From Twisters: The Album),0.487,0.658,0.00877,0.282
Yeah Glo!,GloRilla,46,US,2024-06-05,Ehhthang Ehhthang,0.894,0.66,0.0243,0.181
HOT TO GO!,Chappell Roan,47,US,2024-06-05,The Rise and Fall of a Midwest Princess,0.742,0.757,0.0187,0.957
Cruel Summer,Taylor Swift,48,US,2024-06-05,Lover,0.552,0.702,0.117,0.564
THE GREATEST,Billie Eilish,49,US,2024-06-05,HIT ME HARD AND SOFT,0.407,0.192,0.637,0.159
Where the Wild Things Are,Luke Combs,50,US,2024-06-05,Gettin' Old,0.708,0.731,0.0189,0.379
MILLION DOLLAR BABY,Tommy Richman,1,US,2024-06-04,MILLION DOLLAR BABY,0.849,0.699,0.0982,0.927
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",2,US,2024-06-04,I Had Some Help,0.638,0.855,0.00757,0.731
Not Like Us,Kendrick Lamar,3,US,2024-06-04,Not Like Us,0.898,0.472,0.0107,0.214
BIRDS OF A FEATHER,Billie Eilish,4,US,2024-06-04,HIT ME HARD AND SOFT,0.747,0.507,0.2,0.438
Houdini,Eminem,5,US,2024-06-04,Houdini,0.936,0.887,0.0292,0.889
Espresso,Sabrina Carpenter,6,US,2024-06-04,Espresso,0.701,0.76,0.107,0.69
Pink Skies,Zach Bryan,7,US,2024-06-04,Pink Skies,0.525,0.488,0.191,0.253
LUNCH,Billie Eilish,8,US,2024-06-04,HIT ME HARD AND SOFT,0.893,0.4,0.0452,0.945
A Bar Song (Tipsy),Shaboozey,9,US,2024-06-04,"Where I've Been, Isn't Where I'm Going",0.722,0.706,0.072,0.599
Too Sweet,Hozier,10,US,2024-06-04,Unreal Unearth: Unheard,0.741,0.62,0.0295,0.934
"Good Luck, Babe!",Chappell Roan,11,US,2024-06-04,"Good Luck, Babe!",0.7,0.582,0.0502,0.785
BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",12,US,2024-06-04,BAND4BAND (feat. Lil Baby),0.882,0.764,0.359,0.886
CHIHIRO,Billie Eilish,13,US,2024-06-04,HIT ME HARD AND SOFT,0.7,0.425,0.144,0.521
Like That,"Future, Metro Boomin, Kendrick Lamar",14,US,2024-06-04,WE DON'T TRUST YOU,0.814,0.676,0.00709,0.312
Beautiful Things,Benson Boone,15,US,2024-06-04,Fireworks & Rollerblades,0.472,0.471,0.151,0.219
Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",16,US,2024-06-04,THE TORTURED POETS DEPARTMENT,0.504,0.386,0.502,0.281
WILDFLOWER,Billie Eilish,17,US,2024-06-04,HIT ME HARD AND SOFT,0.467,0.247,0.612,0.126
i like the way you kiss me,Artemas,18,US,2024-06-04,i like the way you kiss me,0.599,0.946,0.000938,0.747
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",19,US,2024-06-04,Zach Bryan,0.429,0.453,0.554,0.155
one of wun,Gunna,20,US,2024-06-04,One of Wun,0.915,0.453,0.0872,0.287
Stick Season,Noah Kahan,21,US,2024-06-04,Stick Season,0.664,0.5,0.799,0.801
I Can Do It With a Broken Heart,Taylor Swift,22,US,2024-06-04,THE TORTURED POETS DEPARTMENT,0.701,0.751,0.123,0.22
Stargazing,Myles Smith,23,US,2024-06-04,Stargazing,0.635,0.601,0.246,0.332
Lose Control,Teddy Swims,24,US,2024-06-04,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
euphoria,Kendrick Lamar,25,US,2024-06-04,euphoria,0.831,0.643,0.046,0.142
Gata Only,"FloyyMenor, Cris Mj",26,US,2024-06-04,Gata Only,0.791,0.499,0.446,0.669
Austin (Boots Stop Workin'),Dasha,27,US,2024-06-04,What Happens Now?,0.756,0.672,0.464,0.739
we can't be friends (wait for your love),Ariana Grande,28,US,2024-06-04,eternal sunshine,0.645,0.646,0.0615,0.295
Slow It Down,Benson Boone,29,US,2024-06-04,Fireworks & Rollerblades,0.432,0.583,0.174,0.544
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",30,US,2024-06-04,One Thing At A Time,0.621,0.779,0.216,0.399
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",31,US,2024-06-04,WE DON'T TRUST YOU,0.64,0.552,0.0215,0.112
End of Beginning,Djo,32,US,2024-06-04,DECIDE,0.689,0.454,0.0351,0.912
Last Night,Morgan Wallen,33,US,2024-06-04,One Thing At A Time,0.492,0.673,0.413,0.488
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",34,US,2024-06-04,Flower Boy,0.558,0.559,0.371,0.62
L’AMOUR DE MA VIE,Billie Eilish,35,US,2024-06-04,HIT ME HARD AND SOFT,0.467,0.392,0.2,0.313
Something in the Orange,Zach Bryan,36,US,2024-06-04,Something in the Orange,0.369,0.192,0.555,0.148
Saturn,SZA,37,US,2024-06-04,Saturn,0.411,0.619,0.62,0.337
BLUE,Billie Eilish,38,US,2024-06-04,HIT ME HARD AND SOFT,0.349,0.337,0.29,0.0365
Red Wine Supernova,Chappell Roan,39,US,2024-06-04,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
Heading South,Zach Bryan,40,US,2024-06-04,Heading South,0.68,0.246,0.783,0.388
Down Bad,Taylor Swift,41,US,2024-06-04,THE TORTURED POETS DEPARTMENT,0.541,0.366,0.56,0.168
You Proof,Morgan Wallen,42,US,2024-06-04,One Thing At A Time,0.728,0.818,0.323,0.681
Scared To Start,Michael Marcagi,43,US,2024-06-04,Scared To Start,0.527,0.551,0.384,0.443
THE GREATEST,Billie Eilish,44,US,2024-06-04,HIT ME HARD AND SOFT,0.407,0.192,0.637,0.159
Thinkin’ Bout Me,Morgan Wallen,45,US,2024-06-04,One Thing At A Time,0.659,0.789,0.487,0.468
Yeah Glo!,GloRilla,46,US,2024-06-04,Ehhthang Ehhthang,0.894,0.66,0.0243,0.181
Where the Wild Things Are,Luke Combs,47,US,2024-06-04,Gettin' Old,0.708,0.731,0.0189,0.379
HOT TO GO!,Chappell Roan,48,US,2024-06-04,The Rise and Fall of a Midwest Princess,0.742,0.757,0.0187,0.957
Cruel Summer,Taylor Swift,49,US,2024-06-04,Lover,0.552,0.702,0.117,0.564
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,50,US,2024-06-04,Ain't No Love In Oklahoma (From Twisters: The Album),0.487,0.658,0.00877,0.282
MILLION DOLLAR BABY,Tommy Richman,1,US,2024-06-03,MILLION DOLLAR BABY,0.849,0.699,0.0982,0.927
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",2,US,2024-06-03,I Had Some Help,0.638,0.855,0.00757,0.731
Not Like Us,Kendrick Lamar,3,US,2024-06-03,Not Like Us,0.898,0.472,0.0107,0.214
BIRDS OF A FEATHER,Billie Eilish,4,US,2024-06-03,HIT ME HARD AND SOFT,0.747,0.507,0.2,0.438
Espresso,Sabrina Carpenter,5,US,2024-06-03,Espresso,0.701,0.76,0.107,0.69
Houdini,Eminem,6,US,2024-06-03,Houdini,0.936,0.887,0.0292,0.889
Pink Skies,Zach Bryan,7,US,2024-06-03,Pink Skies,0.525,0.488,0.191,0.253
A Bar Song (Tipsy),Shaboozey,8,US,2024-06-03,"Where I've Been, Isn't Where I'm Going",0.722,0.706,0.072,0.599
LUNCH,Billie Eilish,9,US,2024-06-03,HIT ME HARD AND SOFT,0.893,0.4,0.0452,0.945
Too Sweet,Hozier,10,US,2024-06-03,Unreal Unearth: Unheard,0.741,0.62,0.0295,0.934
BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",11,US,2024-06-03,BAND4BAND (feat. Lil Baby),0.882,0.764,0.359,0.886
CHIHIRO,Billie Eilish,12,US,2024-06-03,HIT ME HARD AND SOFT,0.7,0.425,0.144,0.521
"Good Luck, Babe!",Chappell Roan,13,US,2024-06-03,"Good Luck, Babe!",0.7,0.582,0.0502,0.785
Like That,"Future, Metro Boomin, Kendrick Lamar",14,US,2024-06-03,WE DON'T TRUST YOU,0.814,0.676,0.00709,0.312
Beautiful Things,Benson Boone,15,US,2024-06-03,Fireworks & Rollerblades,0.472,0.471,0.151,0.219
Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",16,US,2024-06-03,THE TORTURED POETS DEPARTMENT,0.504,0.386,0.502,0.281
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",17,US,2024-06-03,Zach Bryan,0.429,0.453,0.554,0.155
i like the way you kiss me,Artemas,18,US,2024-06-03,i like the way you kiss me,0.599,0.946,0.000938,0.747
Stick Season,Noah Kahan,19,US,2024-06-03,Stick Season,0.664,0.5,0.799,0.801
I Can Do It With a Broken Heart,Taylor Swift,20,US,2024-06-03,THE TORTURED POETS DEPARTMENT,0.701,0.751,0.123,0.22
one of wun,Gunna,21,US,2024-06-03,One of Wun,0.915,0.453,0.0872,0.287
Lose Control,Teddy Swims,22,US,2024-06-03,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
WILDFLOWER,Billie Eilish,23,US,2024-06-03,HIT ME HARD AND SOFT,0.467,0.247,0.612,0.126
Gata Only,"FloyyMenor, Cris Mj",24,US,2024-06-03,Gata Only,0.791,0.499,0.446,0.669
euphoria,Kendrick Lamar,25,US,2024-06-03,euphoria,0.831,0.643,0.046,0.142
Stargazing,Myles Smith,26,US,2024-06-03,Stargazing,0.635,0.601,0.246,0.332
Austin (Boots Stop Workin'),Dasha,27,US,2024-06-03,What Happens Now?,0.756,0.672,0.464,0.739
Last Night,Morgan Wallen,28,US,2024-06-03,One Thing At A Time,0.492,0.673,0.413,0.488
we can't be friends (wait for your love),Ariana Grande,29,US,2024-06-03,eternal sunshine,0.645,0.646,0.0615,0.295
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",30,US,2024-06-03,One Thing At A Time,0.621,0.779,0.216,0.399
End of Beginning,Djo,31,US,2024-06-03,DECIDE,0.689,0.454,0.0351,0.912
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",32,US,2024-06-03,Flower Boy,0.558,0.559,0.371,0.62
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",33,US,2024-06-03,WE DON'T TRUST YOU,0.64,0.552,0.0215,0.112
Something in the Orange,Zach Bryan,34,US,2024-06-03,Something in the Orange,0.369,0.192,0.555,0.148
Slow It Down,Benson Boone,35,US,2024-06-03,Fireworks & Rollerblades,0.432,0.583,0.174,0.544
Saturn,SZA,36,US,2024-06-03,Saturn,0.411,0.619,0.62,0.337
You Proof,Morgan Wallen,37,US,2024-06-03,One Thing At A Time,0.728,0.818,0.323,0.681
Down Bad,Taylor Swift,38,US,2024-06-03,THE TORTURED POETS DEPARTMENT,0.541,0.366,0.56,0.168
L’AMOUR DE MA VIE,Billie Eilish,39,US,2024-06-03,HIT ME HARD AND SOFT,0.467,0.392,0.2,0.313
Scared To Start,Michael Marcagi,40,US,2024-06-03,Scared To Start,0.527,0.551,0.384,0.443
BLUE,Billie Eilish,41,US,2024-06-03,HIT ME HARD AND SOFT,0.349,0.337,0.29,0.0365
Heading South,Zach Bryan,42,US,2024-06-03,Heading South,0.68,0.246,0.783,0.388
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,43,US,2024-06-03,Ain't No Love In Oklahoma (From Twisters: The Album),0.487,0.658,0.00877,0.282
Cruel Summer,Taylor Swift,44,US,2024-06-03,Lover,0.552,0.702,0.117,0.564
Thinkin’ Bout Me,Morgan Wallen,45,US,2024-06-03,One Thing At A Time,0.659,0.789,0.487,0.468
Where the Wild Things Are,Luke Combs,46,US,2024-06-03,Gettin' Old,0.708,0.731,0.0189,0.379
Red Wine Supernova,Chappell Roan,47,US,2024-06-03,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
Yeah Glo!,GloRilla,48,US,2024-06-03,Ehhthang Ehhthang,0.894,0.66,0.0243,0.181
Snooze,SZA,49,US,2024-06-03,SOS,0.559,0.551,0.141,0.392
Sweater Weather,The Neighbourhood,50,US,2024-06-03,I Love You.,0.612,0.807,0.0495,0.398
MILLION DOLLAR BABY,Tommy Richman,1,US,2024-06-02,MILLION DOLLAR BABY,0.849,0.699,0.0982,0.927
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",2,US,2024-06-02,I Had Some Help,0.638,0.855,0.00757,0.731
Not Like Us,Kendrick Lamar,3,US,2024-06-02,Not Like Us,0.898,0.472,0.0107,0.214
Houdini,Eminem,4,US,2024-06-02,Houdini,0.936,0.887,0.0292,0.889
Espresso,Sabrina Carpenter,5,US,2024-06-02,Espresso,0.701,0.76,0.107,0.69
BIRDS OF A FEATHER,Billie Eilish,6,US,2024-06-02,HIT ME HARD AND SOFT,0.747,0.507,0.2,0.438
A Bar Song (Tipsy),Shaboozey,7,US,2024-06-02,"Where I've Been, Isn't Where I'm Going",0.722,0.706,0.072,0.599
Pink Skies,Zach Bryan,8,US,2024-06-02,Pink Skies,0.525,0.488,0.191,0.253
LUNCH,Billie Eilish,9,US,2024-06-02,HIT ME HARD AND SOFT,0.893,0.4,0.0452,0.945
Too Sweet,Hozier,10,US,2024-06-02,Unreal Unearth: Unheard,0.741,0.62,0.0295,0.934
CHIHIRO,Billie Eilish,11,US,2024-06-02,HIT ME HARD AND SOFT,0.7,0.425,0.144,0.521
BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",12,US,2024-06-02,BAND4BAND (feat. Lil Baby),0.882,0.764,0.359,0.886
Like That,"Future, Metro Boomin, Kendrick Lamar",13,US,2024-06-02,WE DON'T TRUST YOU,0.814,0.676,0.00709,0.312
"Good Luck, Babe!",Chappell Roan,14,US,2024-06-02,"Good Luck, Babe!",0.7,0.582,0.0502,0.785
Beautiful Things,Benson Boone,15,US,2024-06-02,Fireworks & Rollerblades,0.472,0.471,0.151,0.219
Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",16,US,2024-06-02,THE TORTURED POETS DEPARTMENT,0.504,0.386,0.502,0.281
I Can Do It With a Broken Heart,Taylor Swift,17,US,2024-06-02,THE TORTURED POETS DEPARTMENT,0.701,0.751,0.123,0.22
Stick Season,Noah Kahan,18,US,2024-06-02,Stick Season,0.664,0.5,0.799,0.801
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",19,US,2024-06-02,Zach Bryan,0.429,0.453,0.554,0.155
i like the way you kiss me,Artemas,20,US,2024-06-02,i like the way you kiss me,0.599,0.946,0.000938,0.747
Lose Control,Teddy Swims,21,US,2024-06-02,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
one of wun,Gunna,22,US,2024-06-02,One of Wun,0.915,0.453,0.0872,0.287
euphoria,Kendrick Lamar,23,US,2024-06-02,euphoria,0.831,0.643,0.046,0.142
Gata Only,"FloyyMenor, Cris Mj",24,US,2024-06-02,Gata Only,0.791,0.499,0.446,0.669
WILDFLOWER,Billie Eilish,25,US,2024-06-02,HIT ME HARD AND SOFT,0.467,0.247,0.612,0.126
Austin (Boots Stop Workin'),Dasha,26,US,2024-06-02,What Happens Now?,0.756,0.672,0.464,0.739
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",27,US,2024-06-02,One Thing At A Time,0.621,0.779,0.216,0.399
Stargazing,Myles Smith,28,US,2024-06-02,Stargazing,0.635,0.601,0.246,0.332
we can't be friends (wait for your love),Ariana Grande,29,US,2024-06-02,eternal sunshine,0.645,0.646,0.0615,0.295
Last Night,Morgan Wallen,30,US,2024-06-02,One Thing At A Time,0.492,0.673,0.413,0.488
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",31,US,2024-06-02,WE DON'T TRUST YOU,0.64,0.552,0.0215,0.112
Slow It Down,Benson Boone,32,US,2024-06-02,Fireworks & Rollerblades,0.432,0.583,0.174,0.544
End of Beginning,Djo,33,US,2024-06-02,DECIDE,0.689,0.454,0.0351,0.912
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",34,US,2024-06-02,Flower Boy,0.558,0.559,0.371,0.62
You Proof,Morgan Wallen,35,US,2024-06-02,One Thing At A Time,0.728,0.818,0.323,0.681
Saturn,SZA,36,US,2024-06-02,Saturn,0.411,0.619,0.62,0.337
Something in the Orange,Zach Bryan,37,US,2024-06-02,Something in the Orange,0.369,0.192,0.555,0.148
Get It Sexyy,Sexyy Red,38,US,2024-06-02,In Sexyy We Trust,0.811,0.64,0.0957,0.527
Thinkin’ Bout Me,Morgan Wallen,39,US,2024-06-02,One Thing At A Time,0.659,0.789,0.487,0.468
Down Bad,Taylor Swift,40,US,2024-06-02,THE TORTURED POETS DEPARTMENT,0.541,0.366,0.56,0.168
Scared To Start,Michael Marcagi,41,US,2024-06-02,Scared To Start,0.527,0.551,0.384,0.443
Cruel Summer,Taylor Swift,42,US,2024-06-02,Lover,0.552,0.702,0.117,0.564
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,43,US,2024-06-02,Ain't No Love In Oklahoma (From Twisters: The Album),0.487,0.658,0.00877,0.282
Where the Wild Things Are,Luke Combs,44,US,2024-06-02,Gettin' Old,0.708,0.731,0.0189,0.379
L’AMOUR DE MA VIE,Billie Eilish,45,US,2024-06-02,HIT ME HARD AND SOFT,0.467,0.392,0.2,0.313
BLUE,Billie Eilish,46,US,2024-06-02,HIT ME HARD AND SOFT,0.349,0.337,0.29,0.0365
Yeah Glo!,GloRilla,47,US,2024-06-02,Ehhthang Ehhthang,0.894,0.66,0.0243,0.181
Red Wine Supernova,Chappell Roan,48,US,2024-06-02,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
Heading South,Zach Bryan,49,US,2024-06-02,Heading South,0.68,0.246,0.783,0.388
Si No Quieres No,"Luis R Conriquez, Neton Vega",50,US,2024-06-02,Si No Quieres No,0.786,0.786,0.445,0.611
Not Like Us,Kendrick Lamar,1,US,2024-06-01,Not Like Us,0.898,0.472,0.0107,0.214
MILLION DOLLAR BABY,Tommy Richman,2,US,2024-06-01,MILLION DOLLAR BABY,0.849,0.699,0.0982,0.927
